,INTERCOLUMNAR_DISTANCE,UPPER_MARGIN,LOWER_MARGIN,EXPLOITATION,MODULAR_RATIO,INTERLINEAR_SPACING,WEIGHT,PEAK_NUMBER,CLASS
203,-0.301743,-0.314793,0.399221,0.77052,0.564038,-1.32759,-0.14383,0.874802,Y
211,0.352481,-0.448263,0.196506,-0.528002,-0.349509,-0.950086,-0.820535,0.843621,I
233,0.4142,-0.471816,0.239183,1.018385,-1.38763,-1.176589,-2.021009,-2.149801,I
238,-0.635027,-0.448263,0.299642,1.407861,0.356414,-1.591843,0.95914,1.716702,Y
257,-0.240024,-0.29909,0.694403,0.955725,-0.349509,-1.25209,1.68778,1.404887,Y
263,0.142636,-0.244132,-3.206971,0.165524,1.145386,-1.063338,0.290726,0.687713,I
273,-0.240024,-0.29909,0.694403,0.955725,0.14879,-1.705095,0.85453,2.184424,Y
293,-0.116585,-0.189174,0.694403,0.974792,-1.636779,-1.32759,-1.602335,-1.089631,Y
295,0.624046,0.007106,0.114709,-0.350674,-2.135077,-1.101088,-1.14448,0.40708,I
309,-0.116585,-0.189174,0.694403,0.974792,-1.263055,1.163937,-1.203581,-0.278912,Y
310,0.73514,-0.283388,0.089814,-1.848127,-1.30458,-0.157328,-2.086827,-0.528364,I
337,0.562327,0.046362,0.210732,-1.052078,-1.22153,-1.025587,-1.229637,-0.123005,I
354,0.624046,-2.426761,0.178724,0.711352,-1.553729,-1.32759,1.860946,2.52742,I
362,0.870923,-0.236281,0.025799,-1.94155,-1.553729,-0.836835,-3.418491,-2.243345,I
369,-3.498799,-0.110662,7.419561,2.021451,-0.141884,-0.761334,1.335682,1.404887,I
373,-0.042522,-0.173471,0.644613,0.089437,-1.802878,-0.006326,-0.583337,0.999528,Y
384,0.4142,-0.471816,0.239183,1.018385,-1.013906,-1.32759,-0.274515,-0.528364,I
399,0.57467,-0.134216,0.160942,1.252465,-1.844403,-0.912336,-3.038027,-2.929337,I
403,-0.128929,0.705861,0.413447,2.004055,1.311485,-1.742845,0.268456,0.40708,Y
412,0.624046,0.007106,0.114709,-0.350674,-0.889332,-1.138838,-0.056247,2.122061,I
450,0.562327,-0.29909,0.068476,-0.58926,-0.391033,-0.987837,-1.083186,0.812439,I
453,0.870923,-0.236281,0.025799,-1.94155,-1.512204,-1.403091,-0.371942,0.531806,I
471,0.352481,-0.448263,0.196506,-0.528002,-0.224934,-1.516343,-1.157412,0.62535,I
477,-0.128929,-0.283388,0.488131,0.833628,-0.224934,-1.742845,-0.535303,-0.372457,Y
500,0.698109,-0.306942,-0.03466,0.062642,-1.055431,-1.516343,-0.822379,0.999528,I
508,-0.116585,-0.189174,0.694403,0.974792,1.934358,-0.534832,-1.45171,-0.590727,Y
514,0.73514,-0.283388,0.089814,-1.848127,-1.927453,0.182426,-1.287203,0.40708,I
522,0.661077,-0.09496,0.01513,0.751961,-1.055431,-0.950086,0.523303,0.905984,I
531,-0.240024,-0.29909,0.694403,0.955725,-0.681707,-1.365341,1.498286,1.342524,Y
548,0.63639,-0.063555,0.132491,-0.631719,-0.972381,-1.176589,-2.103252,-0.715453,I
564,-3.498799,0.870736,-3.210528,-0.06954,0.06574,-1.591843,-0.068188,-1.276719,Y
565,-3.498799,0.148427,-3.210528,-0.293087,0.356414,-1.403091,-0.137015,-0.621908,I
572,0.142636,-0.244132,-3.206971,0.165524,0.024215,-1.440842,-0.11826,0.968347,I
579,0.63639,-0.063555,0.132491,-0.631719,-1.096956,-1.667344,-1.353857,0.064084,I
585,0.57467,-0.134216,0.160942,1.252465,-1.968978,-0.195078,-3.447595,-3.178789,I
589,0.512951,-0.306942,0.061363,1.371548,-1.180006,-1.063338,2.369611,1.747883,I
592,0.117948,-0.16562,0.562816,0.567204,0.937762,-1.742845,2.013202,1.124254,Y
613,-0.338774,-0.197025,0.530808,1.146271,-0.557133,-1.365341,0.98869,1.186617,Y
623,0.599358,-2.426761,0.011573,0.54026,-0.557133,-1.591843,0.898758,1.716702,I
635,-0.042522,-0.173471,0.644613,0.089437,-0.432558,-0.534832,-0.166139,1.155435,Y
639,0.599358,-0.377602,0.242739,-0.151028,-0.723232,-1.478592,1.090213,1.716702,I
646,0.710453,-0.283388,0.128935,0.601905,-1.30458,-1.478592,0.841133,1.747883,I
656,0.624046,-0.071406,0.221401,-0.586246,-1.263055,-0.912336,-0.581977,0.375899,I
659,-3.498799,-0.110662,0.114709,0.500396,0.356414,-1.063338,-0.839232,0.438262,I
667,0.488263,-0.49537,0.111153,0.334258,-1.138481,-1.138838,0.449019,1.747883,I
676,0.512951,-0.306942,0.061363,1.371548,-0.723232,-1.101088,1.647105,2.122061,I
685,0.117948,-0.189174,0.029355,0.763359,-1.30458,0.295677,1.811476,0.251173,I
708,-0.128929,12.655362,-0.16269,1.993015,1.26996,-0.119577,0.80704,1.186617,B
713,0.907954,-0.330495,0.132491,1.039033,-0.889332,-1.101088,1.370338,1.24898,I
729,0.352481,-0.448263,0.196506,-0.528002,0.14879,-0.610333,-1.405948,0.500624,I
737,0.512951,-0.071406,-3.210528,0.755482,-1.719828,-1.629594,-3.19533,-3.272334,I
738,-0.301743,-0.314793,0.399221,0.77052,1.394535,-1.742845,-0.513461,0.562987,Y
745,0.846235,-0.09496,0.182281,-1.981085,-1.429155,-1.25209,-2.003515,-1.151994,I
760,0.710453,-0.283388,0.128935,0.601905,-0.391033,-1.25209,0.619836,1.124254,I
768,0.624046,-2.426761,0.178724,0.711352,0.397939,-0.534832,-1.225637,0.968347,I
769,-0.289399,0.83148,0.157386,0.987562,2.598755,-1.176589,-0.893808,-0.310094,Y
786,0.512951,-0.416858,0.125378,0.549719,-0.224934,-1.591843,0.884934,1.966154,I
791,0.4142,-0.16562,0.05425,-0.891996,-1.22153,-0.912336,-2.373263,-0.684271,I
794,0.883267,-0.314793,0.086258,-1.337837,-1.761353,-1.025587,-0.212949,1.311343,I
799,0.624046,-0.071406,0.221401,-0.586246,-0.266459,-1.554093,-0.352196,0.999528,I
811,0.624046,-0.071406,0.221401,-0.586246,-1.636779,-0.308329,-1.989303,0.126447,I
816,0.759828,-1.304042,-0.023991,-0.973663,-1.429155,-1.629594,0.482705,1.934972,I
821,0.624046,-0.071406,0.221401,-0.586246,-0.391033,-1.478592,-0.4723,0.438262,I
825,-0.301743,-0.314793,0.399221,0.77052,0.688613,-1.214339,-0.455642,0.313536,Y
832,0.4142,-0.471816,0.239183,1.018385,-0.640182,-1.138838,1.437496,1.280161,I
859,0.661077,-0.204876,-3.075385,0.471036,-0.764757,-1.214339,0.333963,0.656532,I
865,-0.178304,-0.338346,0.45968,1.40246,0.024215,-0.761334,0.349088,1.623157,Y
867,0.648733,-0.197025,0.029355,0.335213,-1.346105,-0.987837,0.060828,0.469443,I
883,0.624046,-2.426761,0.178724,0.711352,-0.640182,-1.25209,1.445807,2.059698,I
895,0.624046,-0.189174,0.139604,0.38731,-1.470679,-1.780595,1.100193,1.654339,I
916,-0.215336,-0.110662,0.68729,2.04189,-0.598658,1.730193,0.185416,-0.123005,Y
921,0.648733,-0.197025,0.029355,0.335213,-2.010502,-1.25209,-1.369156,-0.559546,I
931,0.809204,-0.16562,0.025799,0.712127,-0.723232,-1.28984,0.236595,1.498432,I
941,0.809204,-0.16562,0.025799,0.712127,-0.183409,-0.987837,0.002057,0.968347,I
947,0.364825,-0.000745,-0.052442,1.293223,-0.10036,-1.554093,0.804049,1.529613,I
951,0.512951,-0.416858,0.125378,0.549719,-1.055431,-1.667344,0.06805,1.623157,I
954,-0.104241,-0.079257,0.552147,1.388496,-1.22153,-1.28984,1.50116,1.623157,Y
963,0.47592,-0.283388,0.107596,0.080127,-1.346105,-1.28984,0.515362,2.059698,I
982,0.73514,-0.283388,0.089814,-1.848127,-1.22153,-1.214339,-2.498298,-1.276719,I
990,0.512951,-0.306942,0.061363,1.371548,-1.636779,-0.950086,0.517944,0.219991,I
999,0.4142,-0.471816,0.239183,1.018385,-1.013906,-2.007098,-0.292591,-0.278912,I
1009,0.870923,-0.236281,0.025799,-1.94155,-1.096956,-1.25209,-0.202096,1.124254,I
1019,0.846235,-0.09496,0.182281,-1.981085,-0.474083,-0.157328,-2.978887,-2.087438,I
1030,0.73514,-0.283388,0.089814,-1.848127,-1.429155,-0.950086,-0.399181,0.905984,I
1040,0.698109,-0.306942,-0.03466,0.062642,0.314889,-1.138838,-0.295794,0.937165,I
1063,0.809204,-0.16562,0.025799,0.712127,-0.515608,-1.063338,0.858529,1.498432,I
1065,-0.128929,0.705861,0.413447,2.004055,1.851308,-1.554093,-0.537555,-0.372457,Y
1081,-0.116585,-0.338346,0.584154,1.143884,-0.391033,-1.365341,0.271854,0.874802,Y
1084,0.377169,0.022808,0.139604,1.070691,0.439463,-1.591843,0.782362,2.090879,I
1095,0.624046,-2.426761,0.178724,0.711352,0.522513,-1.101088,-1.183836,0.687713,I
1106,0.870923,-0.236281,0.025799,-1.94155,-0.930856,-1.063338,0.35701,0.874802,I
1108,-0.104241,-0.079257,0.552147,1.388496,-0.806282,-1.440842,1.318869,1.436069,Y
1137,0.710453,-0.283388,0.128935,0.601905,-0.307984,-0.761334,0.62238,1.311343,I
1145,0.117948,-0.189174,0.029355,0.763359,-0.224934,-0.799085,3.066643,2.465057,I
1152,0.512951,-0.306942,0.061363,1.371548,-0.432558,-0.459331,0.632437,1.716702,I
1167,0.648733,-0.197025,0.029355,0.335213,-1.055431,-0.912336,0.53303,1.716702,I
1177,-0.042522,-0.173471,0.644613,0.089437,-0.224934,-0.836835,-0.049801,0.469443,Y
1180,0.488263,-0.259834,0.050694,-0.755517,0.231839,-1.101088,-0.098262,0.531806,I
1194,-0.116585,-0.189174,0.694403,0.974792,-1.346105,-1.516343,-1.485415,-0.497183,Y
1205,0.661077,-0.09496,0.01513,0.751961,-0.681707,-1.138838,1.080369,1.093072,I
1206,-0.338774,-0.197025,0.530808,1.146271,-1.055431,-1.403091,0.953645,0.874802,Y
1225,0.624046,-0.189174,0.139604,0.38731,-1.595254,-1.403091,0.357437,1.872609,I
1229,-3.498799,0.870736,-3.210528,-0.06954,0.231839,1.579192,-0.693073,-2.056256,Y
1231,0.426544,-0.055704,-0.08445,0.139087,-0.183409,-1.063338,-0.614537,0.656532,I
1236,0.624046,-0.071406,0.221401,-0.586246,-2.633375,0.899684,-2.820438,-0.996086,I
1249,0.47592,-0.283388,0.107596,0.080127,-1.096956,-0.42158,-1.048976,1.03071,I
1250,-3.498799,0.870736,-3.210528,-0.06954,-0.432558,-1.28984,0.34672,-1.339082,Y
1258,0.512951,-0.071406,-3.210528,0.755482,0.06574,-1.742845,1.098465,1.093072,I
1271,0.73514,-0.283388,0.089814,-1.848127,-0.847807,-1.176589,-0.820283,0.687713,I
1282,0.63639,-0.063555,0.132491,-0.631719,-1.138481,-1.32759,0.034578,1.373706,I
1288,0.512951,-0.071406,-3.210528,0.755482,-1.553729,-1.101088,-3.117707,-3.365878,I
1290,-0.116585,-0.189174,0.694403,0.974792,-0.723232,-1.063338,-0.141132,-0.123005,Y
1293,0.599358,-0.377602,0.242739,-0.151028,0.480988,-0.497081,0.088436,1.280161,I
1297,0.809204,-0.16562,0.025799,0.712127,-0.640182,-1.516343,0.429449,1.498432,I
1315,0.759828,-0.134216,0.114709,-0.542563,-0.889332,-0.006326,-2.43015,-0.497183,I
1322,0.846235,-0.09496,0.182281,-1.981085,-2.75795,-1.516343,0.798419,2.870416,I
1328,-0.289399,0.83148,0.157386,0.987562,0.688613,-1.176589,0.077331,0.62535,Y
1338,-0.091897,-0.29909,0.562816,1.131322,-0.058835,-1.478592,1.782373,0.718895,Y
1355,0.759828,-0.134216,0.114709,-0.542563,-1.22153,-1.28984,0.285347,-0.590727,I
1360,0.63639,-0.063555,0.132491,-0.631719,-0.806282,-0.761334,-1.603636,0.251173,I
1373,0.661077,-0.204876,-3.075385,0.471036,1.062336,-1.32759,1.780295,2.184424,I
1379,0.624046,-0.189174,0.139604,0.38731,-1.138481,-1.138838,0.385162,2.620965,I
1391,0.364825,-0.000745,-0.052442,1.293223,0.356414,-1.28984,0.111929,0.843621,I
1397,-3.498799,0.148427,-3.210528,-0.293087,0.190314,-0.987837,0.304724,-0.497183,I
1403,0.624046,-0.189174,0.139604,0.38731,-1.22153,-1.28984,1.160089,1.966154,I
1416,0.809204,-0.16562,0.025799,0.712127,-0.681707,-1.28984,0.562774,1.498432,I
1424,-0.178304,-0.338346,0.45968,1.40246,-0.183409,-1.32759,0.473852,0.843621,Y
1426,0.47592,-0.43256,0.114709,-0.87096,-1.30458,-0.497081,-1.428975,0.500624,I
1443,-0.042522,-0.173471,0.644613,0.089437,1.726734,-0.799085,-1.350265,-0.060642,Y
1457,0.4142,-0.471816,0.239183,1.018385,-1.138481,-1.478592,1.055673,0.999528,I
1458,0.31545,-0.330495,0.555703,-0.374098,-0.557133,-0.34608,-0.032968,1.24898,Y
1466,0.809204,-0.09496,0.118265,0.987502,-0.764757,-1.365341,1.137373,1.934972,I
1479,9.943651,-0.220579,-0.048886,-0.675372,-0.349509,-1.025587,0.259797,1.591976,I
1481,-0.301743,-0.314793,0.399221,0.77052,1.311485,-0.761334,-0.499326,0.438262,Y
1496,0.698109,-0.369751,0.185837,-0.92264,-0.10036,-1.101088,-0.287989,1.186617,I
1511,0.364825,-0.000745,-0.052442,1.293223,-1.885928,-1.28984,-3.394862,-3.272334,I
1513,0.4142,-0.16562,0.05425,-0.891996,-1.013906,-0.648083,-0.052481,1.436069,I
1523,9.943651,-0.220579,-0.048886,-0.675372,-1.844403,-1.856096,2.393006,-2.929337,I
1524,-0.338774,-0.197025,0.530808,1.146271,-0.058835,-1.591843,0.957897,0.40708,Y
1537,0.648733,-0.197025,0.029355,0.335213,-2.176602,-1.629594,-2.001302,-0.902542,I
1554,-0.042522,-0.173471,0.644613,0.089437,-1.055431,-1.32759,-1.077439,-0.996086,Y
1562,0.562327,-0.29909,0.068476,-0.58926,0.522513,-0.610333,-1.678599,-0.154186,I
1568,9.943651,-0.220579,-0.048886,-0.675372,-1.38763,-1.478592,3.817748,-2.804611,I
1574,-0.215336,-0.110662,0.68729,2.04189,2.349606,-0.257995,-0.36169,0.334323,Y
1582,0.809204,-0.09496,0.118265,0.987502,-0.723232,-1.28984,0.828493,1.68552,I
1591,-3.498799,-0.110662,0.114709,0.500396,-0.640182,-0.38383,-0.564931,0.843621,I
1608,0.57467,-0.134216,0.160942,1.252465,-1.055431,-0.874585,0.677616,0.968347,I
1611,0.759828,-1.304042,-0.023991,-0.973663,1.35301,-1.365341,1.105978,1.841428,I
1614,-0.240024,-0.29909,0.694403,0.955725,-0.224934,-0.648083,1.153604,2.153242,Y
1619,0.624046,-2.426761,0.178724,0.711352,-0.930856,-1.440842,0.768034,1.872609,I
1622,-0.104241,-0.079257,0.552147,1.388496,-0.391033,-1.32759,0.443272,1.280161,Y
1626,0.63639,-0.063555,0.132491,-0.631719,-0.598658,-1.25209,-0.944211,0.344717,I
1634,0.47592,-0.43256,0.114709,-0.87096,-0.972381,-1.818346,-0.117483,1.03071,I
1653,0.117948,-0.16562,0.562816,0.567204,-0.432558,-1.591843,1.403384,0.562987,Y
1657,0.562327,0.046362,0.210732,-1.052078,-1.30458,-1.214339,-1.391464,0.095265,I
1669,0.870923,-0.236281,0.025799,-1.94155,-1.802878,-0.270579,-3.188457,-1.49499,I
1700,0.31545,-0.330495,0.555703,-0.374098,-2.052027,-1.478592,0.54928,1.903791,Y
1708,0.47592,-0.43256,0.114709,-0.87096,-1.553729,-0.912336,-1.199601,0.874802,I
1713,-0.116585,-0.338346,0.584154,1.143884,0.564038,-1.403091,0.535263,0.438262,Y
1717,0.562327,-0.29909,0.068476,-0.58926,0.688613,-1.214339,-1.717313,-0.310094,I
1723,0.772172,0.030659,0.075589,0.371824,-1.38763,-0.610333,-2.627197,-1.49499,I
1725,0.710453,-0.102811,0.157386,1.199979,0.688613,-0.572582,-0.723069,0.999528,I
1740,0.31545,-0.330495,0.555703,-0.374098,-0.598658,-1.365341,1.109007,1.280161,Y
1745,4.96908,-0.385453,0.14316,-2.600732,-1.38763,-0.912336,-1.345178,0.531806,I
1762,0.142636,-0.244132,-3.206971,0.165524,-0.224934,-1.440842,0.553047,1.155435,I
1768,0.512951,-0.416858,0.125378,0.549719,-0.681707,-1.176589,0.535612,1.373706,I
1776,0.599358,-0.377602,0.242739,-0.151028,-1.761353,-1.25209,-2.212289,-2.056256,I
1803,0.47592,-0.283388,0.107596,0.080127,-0.972381,-1.28984,-0.564193,-0.060642,I
1814,0.661077,-0.09496,0.01513,0.751961,-1.470679,-0.862002,-0.646165,1.041103,I
1819,0.710453,-0.283388,0.128935,0.601905,-0.640182,-1.025587,0.805874,0.874802,I
1832,0.599358,-2.426761,0.011573,0.54026,-0.224934,-1.780595,0.955975,1.342524,I
1837,0.117948,-0.189174,0.029355,0.763359,0.688613,-1.516343,3.059537,2.184424,I
1848,3.265629,-0.251983,0.125378,-2.12386,0.024215,-0.836835,1.316577,1.124254,I
1858,0.624046,0.007106,0.114709,-0.350674,-2.259651,-1.25209,-1.011233,0.469443,I
1860,-3.498799,-0.110662,7.419561,2.021451,-0.10036,-0.950086,1.138383,0.62535,I
1869,0.4142,-0.16562,0.05425,-0.891996,-0.806282,-1.365341,0.996864,2.246787,I
1888,0.599358,-0.377602,0.242739,-0.151028,-0.01731,-1.214339,0.319732,0.999528,I
1892,-0.301743,-0.314793,0.399221,0.77052,-1.802878,-3.127027,-1.066295,-0.621908,Y
1910,-0.338774,-0.197025,0.530808,1.146271,-1.013906,-1.780595,0.743299,0.344717,Y
1917,9.943651,-0.220579,-0.048886,-0.675372,-2.093552,-1.101088,0.172855,2.277968,I
1931,-0.116585,-0.189174,0.694403,0.974792,1.685209,-0.195078,-0.798343,0.064084,Y
1932,0.599358,-0.377602,0.242739,-0.151028,-0.515608,-1.063338,0.180912,1.342524,I
1952,-0.635027,-0.448263,0.299642,1.407861,-0.889332,-0.006326,0.864859,1.68552,Y
1954,0.809204,-0.291239,0.036468,-0.399281,-0.681707,-1.214339,-1.239811,0.375899,I
1960,0.290762,-0.189174,0.079145,-0.085921,-1.096956,-1.591843,-0.853172,-0.029461,I
1961,0.870923,-0.236281,0.025799,-1.94155,-1.595254,-1.025587,0.314296,1.436069,I
1963,-0.104241,-0.079257,0.552147,1.388496,-1.553729,-1.629594,1.977983,1.654339,Y
1968,0.648733,-0.197025,0.029355,0.335213,-1.096956,-0.987837,0.277096,1.373706,I
1974,0.31545,-0.330495,0.555703,-0.374098,-1.844403,-1.554093,-0.663018,0.064084,Y
1978,4.96908,-0.385453,0.14316,-2.600732,-1.263055,-1.28984,-1.730884,-0.278912,I
1981,0.759828,-0.134216,0.114709,-0.542563,0.231839,-0.836835,-1.242043,-1.588534,I
1983,0.57467,-0.134216,0.160942,1.252465,0.480988,-0.950086,1.178184,1.186617,I
1984,0.710453,-0.283388,0.128935,0.601905,-0.930856,-1.101088,0.781372,1.810246,I
1990,0.47592,-0.338346,0.047137,-0.000972,0.107265,-1.176589,-0.16874,0.937165,I
1995,0.846235,-0.09496,0.182281,-1.981085,-0.10036,-1.516343,-2.057121,-0.746634,I
2013,0.562327,0.046362,0.210732,-1.052078,-0.474083,-0.761334,-0.600131,1.124254,I
2017,0.57467,-0.134216,0.160942,1.252465,-2.218127,-0.157328,-2.935533,-3.116426,I
2018,0.870923,-0.236281,0.025799,-1.94155,-0.847807,-0.912336,0.090067,1.03071,I
2019,-0.091897,-0.29909,0.562816,1.131322,-0.972381,-1.591843,1.566298,1.093072,Y
2035,0.624046,-2.426761,0.178724,0.711352,-0.432558,-1.063338,0.343827,1.24898,I
2056,0.772172,0.030659,0.075589,0.371824,-2.218127,-2.120349,-2.725885,-1.49499,I
2058,0.759828,-1.304042,-0.023991,-0.973663,1.062336,-1.32759,0.307811,1.560794,I
2068,-0.301743,-0.314793,0.399221,0.77052,1.809783,-1.742845,-1.049171,-0.091823,Y
2070,0.63639,-0.063555,0.132491,-0.631719,-1.470679,-1.667344,-2.050132,-0.278912,I
2077,0.142636,-0.244132,-3.206971,0.165524,-2.384226,1.314939,-3.070994,-3.459422,I
2088,0.512951,-0.416858,0.125378,0.549719,-1.38763,-1.138838,0.88342,1.779065,I
2096,0.364825,-0.000745,-0.052442,1.293223,-0.474083,0.597681,1.277921,1.68552,I
2111,0.57467,-0.134216,0.160942,1.252465,-0.598658,-1.176589,1.344031,1.280161,I
2115,0.599358,-2.426761,0.011573,0.54026,-0.681707,-1.214339,0.669986,1.810246,I
2119,-0.042522,-0.173471,0.644613,0.089437,1.892833,-0.006326,-1.155955,0.18881,Y
2127,0.846235,-0.09496,0.182281,-1.981085,-2.840999,-1.176589,-1.355914,0.469443,I
2130,3.265629,-0.251983,0.125378,-2.12386,-1.346105,-1.063338,0.891477,0.750076,I
2136,0.624046,-0.189174,0.139604,0.38731,-1.844403,-1.063338,1.041364,1.779065,I
2139,0.599358,-0.377602,0.242739,-0.151028,-0.141884,-1.25209,0.951238,1.560794,I
2140,-0.128929,-0.283388,0.488131,0.833628,0.190314,-1.403091,0.076282,0.781258,Y
2149,0.47592,-0.338346,0.047137,-0.000972,-0.640182,-1.780595,0.138683,1.404887,I
2155,0.426544,-0.055704,-0.08445,0.139087,-1.38763,-0.308329,1.029326,1.24898,I
2183,-0.128929,0.705861,0.413447,2.004055,1.43606,-1.516343,0.008367,0.251173,Y
2191,0.907954,1.467426,0.37077,-1.242027,-1.38763,-1.32759,0.873692,1.903791,I
2202,0.47592,-0.43256,0.114709,-0.87096,-0.972381,-1.138838,0.783178,1.373706,I
2208,0.772172,0.030659,0.075589,0.371824,-1.096956,-1.025587,0.441894,1.061891,I
2210,0.599358,-2.426761,0.011573,0.54026,-0.183409,-1.554093,0.065585,1.68552,I
2227,0.426544,-0.055704,-0.08445,0.139087,0.688613,-0.912336,-0.033279,1.061891,I
2229,-0.635027,-0.448263,0.299642,1.407861,2.349606,-0.308329,0.642106,2.620965,Y
2251,0.57467,-0.134216,0.160942,1.252465,0.024215,-0.950086,1.44336,1.280161,I
2264,-0.240024,-0.29909,0.694403,0.955725,-2.093552,1.012935,1.369873,1.779065,Y
2265,0.290762,-0.189174,0.079145,-0.085921,-1.470679,-1.063338,-0.435566,1.560794,I
2279,0.661077,-0.09496,0.01513,0.751961,-0.058835,-1.138838,0.84391,0.812439,I
2294,0.426544,-0.055704,-0.08445,0.139087,-0.01731,-0.912336,0.076845,1.155435,I
2304,0.488263,-0.49537,0.111153,0.334258,0.647088,-1.138838,0.499946,1.342524,I
2316,0.4142,-0.16562,0.05425,-0.891996,-1.096956,-1.138838,-0.401395,1.280161,I
2327,0.364825,-0.000745,-0.052442,1.293223,0.647088,-1.32759,0.110764,1.280161,I
2339,0.290762,-0.189174,0.079145,-0.085921,-1.470679,-1.025587,-1.035056,-0.247731,I
2359,0.512951,-0.306942,0.061363,1.371548,-1.138481,-1.25209,0.138839,0.219991,I
2383,0.648733,-0.197025,0.029355,0.335213,-0.806282,-1.063338,0.54831,1.529613,I
2388,0.710453,-0.102811,0.157386,1.199979,0.107265,-1.063338,0.573278,0.999528,I
2400,0.426544,-0.055704,-0.08445,0.139087,-0.972381,-1.176589,0.346506,1.654339,I
2410,0.883267,-0.314793,0.086258,-1.337837,-1.844403,-1.176589,-0.008622,1.155435,I
2422,0.648733,-0.197025,0.029355,0.335213,-0.806282,-11.935457,-2.595588,-1.993893,I
2430,0.352481,-0.448263,0.196506,-0.528002,-0.058835,-0.534832,-0.772132,0.937165,I
2431,-3.498799,0.870736,-3.210528,-0.06954,-1.747512,-0.559998,1.184999,-0.663484,Y
2471,0.562327,-0.29909,0.068476,-0.58926,0.979286,-1.214339,-2.126007,-1.183175,I
2475,0.488263,-0.49537,0.111153,0.334258,-1.22153,-1.554093,0.30286,1.529613,I
2476,-0.091897,-0.29909,0.562816,1.131322,0.079581,-0.459331,0.424226,0.375899,Y
2482,0.47592,-0.283388,0.107596,0.080127,-1.719828,-1.516343,-0.780248,0.968347,I
2490,0.698109,-0.306942,-0.03466,0.062642,0.397939,-1.176589,-0.126997,1.061891,I
2501,-0.338774,-0.267686,0.441898,0.616019,0.024215,-0.572582,0.724718,2.402694,Y
2503,0.661077,-0.204876,-3.075385,0.471036,0.190314,-1.214339,2.260612,2.465057,I
2518,0.47592,-0.338346,0.047137,-0.000972,-0.930856,-0.761334,0.24739,1.529613,I
2526,-0.301743,-0.314793,0.399221,0.77052,1.145386,-0.308329,0.286124,1.217798,Y
2534,-3.498799,0.148427,-3.210528,-0.293087,0.14879,-1.28984,-0.047161,0.032902,I
2546,0.624046,0.007106,0.114709,-0.350674,-1.968978,-1.025587,-1.150694,0.095265,I
2548,0.426544,-0.055704,-0.08445,0.139087,-0.266459,-1.365341,-0.516489,0.905984,I
2551,0.809204,-0.291239,0.036468,-0.399281,-0.681707,-0.799085,-0.239509,1.436069,I
2557,-0.289399,0.83148,0.157386,0.987562,1.145386,-1.742845,0.053625,0.750076,Y
2564,-0.128929,-0.283388,0.488131,0.833628,-0.266459,-1.818346,0.334099,1.46725,Y
2567,0.759828,-1.304042,-0.023991,-0.973663,0.647088,-0.987837,1.614527,2.340331,I
2576,-0.338774,-0.197025,0.530808,1.146271,1.020811,-1.101088,0.169768,-0.154186,Y
2580,-0.215336,-0.110662,0.68729,2.04189,-0.640182,-1.138838,2.21786,1.436069,Y
2592,0.290762,-0.189174,0.079145,-0.085921,0.771662,-1.101088,-0.961646,0.344717,I
2596,0.624046,-2.426761,0.178724,0.711352,-0.141884,-0.157328,0.237741,1.560794,I
